ip.src	udp.srcport	ip.dst	udp.dstport	dns.qry.name	dns.resp.name
10.0.0.103	56612	10.0.0.102	53	dnscat.4dd4012b76ef149ae05095258e3d7906d0	
10.0.0.102	53	10.0.0.103	56612	dnscat.4dd4012b76ef149ae05095258e3d7906d0	dnscat.4dd4012b76ef149ae05095258e3d7906d0
10.0.0.103	56612	10.0.0.102	53	dnscat.4c290170193c203b438e5124e8c0b9a678	
10.0.0.102	53	10.0.0.103	56612	dnscat.4c290170193c203b438e5124e8c0b9a678	dnscat.4c290170193c203b438e5124e8c0b9a678
10.0.0.103	56612	10.0.0.102	53	dnscat.7d1c012b76a3fc413bbc98258f1a3804f0	
10.0.0.102	53	10.0.0.103	56612	dnscat.7d1c012b76a3fc413bbc98258f1a3804f0	dnscat.7d1c012b76a3fc413bbc98258f1a3804f0
10.0.0.103	56612	10.0.0.102	53	dnscat.21ea017019ae3d2dfc41e624e9bb7d9236	
10.0.0.102	53	10.0.0.103	56612	dnscat.21ea017019ae3d2dfc41e624e9bb7d9236	dnscat.21ea017019ae3d2dfc41e624e9bb7d9236
10.0.0.103	56612	10.0.0.102	53	dnscat.63e0012b76b7cc4d8ee9432590e65fe45a	
10.0.0.102	53	10.0.0.103	56612	dnscat.63e0012b76b7cc4d8ee9432590e65fe45a	dnscat.63e0012b76b7cc4d8ee9432590e65fe45a
10.0.0.103	56612	10.0.0.102	53	dnscat.2f24017019e59a3700bb5124ea02240eda	
10.0.0.102	53	10.0.0.103	56612	dnscat.2f24017019e59a3700bb5124ea02240eda	dnscat.2f24017019e59a3700bb5124ea02240eda
10.0.0.103	56612	10.0.0.102	53	dnscat.6c89012b7688958c80966a259175447cc3	
10.0.0.102	53	10.0.0.103	56612	dnscat.6c89012b7688958c80966a259175447cc3	dnscat.6c89012b7688958c80966a259175447cc3
10.0.0.103	56612	10.0.0.102	53	dnscat.26cc01701907f18e4e58ca24eb2b0c88af	
10.0.0.102	53	10.0.0.103	56612	dnscat.26cc01701907f18e4e58ca24eb2b0c88af	dnscat.26cc01701907f18e4e58ca24eb2b0c88af
10.0.0.103	56612	10.0.0.102	53	dnscat.0a3f012b76335300313e012592e338c9a0	
10.0.0.102	53	10.0.0.103	56612	dnscat.0a3f012b76335300313e012592e338c9a0	dnscat.0a3f012b76335300313e012592e338c9a0
10.0.0.103	56612	10.0.0.102	53	dnscat.3c2601701949dc653fa23b24ecc61418c4	
10.0.0.102	53	10.0.0.103	56612	dnscat.3c2601701949dc653fa23b24ecc61418c4	dnscat.3c2601701949dc653fa23b24ecc61418c4
10.0.0.103	56612	10.0.0.102	53	dnscat.77f3012b7667139dce760d2593aa41b9a9	
10.0.0.102	53	10.0.0.103	56612	dnscat.77f3012b7667139dce760d2593aa41b9a9	dnscat.77f3012b7667139dce760d2593aa41b9a9
10.0.0.103	56612	10.0.0.102	53	dnscat.5b20017019e054b7e603bd24edea47e2c2	
10.0.0.102	53	10.0.0.103	56612	dnscat.5b20017019e054b7e603bd24edea47e2c2	dnscat.5b20017019e054b7e603bd24edea47e2c2
10.0.0.103	56612	10.0.0.102	53	dnscat.4f58012b76ff9ad8747bb72594656dea04	
10.0.0.102	53	10.0.0.103	56612	dnscat.4f58012b76ff9ad8747bb72594656dea04	dnscat.4f58012b76ff9ad8747bb72594656dea04
10.0.0.103	56612	10.0.0.102	53	dnscat.56ae017019fefe30f62f6324eee2ce3147	
10.0.0.102	53	10.0.0.103	56612	dnscat.56ae017019fefe30f62f6324eee2ce3147	dnscat.56ae017019fefe30f62f6324eee2ce3147
10.0.0.103	56612	10.0.0.102	53	dnscat.59c1012b76a1140c4b24ee25952eb3782a	
10.0.0.102	53	10.0.0.103	56612	dnscat.59c1012b76a1140c4b24ee25952eb3782a	dnscat.59c1012b76a1140c4b24ee25952eb3782a
10.0.0.103	56612	10.0.0.102	53	dnscat.57fd0170194ac683610c8624ef3f81d140	
10.0.0.102	53	10.0.0.103	56612	dnscat.57fd0170194ac683610c8624ef3f81d140	dnscat.57fd0170194ac683610c8624ef3f81d140
10.0.0.103	56612	10.0.0.102	53	dnscat.5617012b7659b58cb0829b2596335a7f2b	
10.0.0.102	53	10.0.0.103	56612	dnscat.5617012b7659b58cb0829b2596335a7f2b	dnscat.5617012b7659b58cb0829b2596335a7f2b
10.0.0.103	56612	10.0.0.102	53	dnscat.6f9a01701938751d59b2a024f013f77eb4	
10.0.0.102	53	10.0.0.103	56612	dnscat.6f9a01701938751d59b2a024f013f77eb4	dnscat.6f9a01701938751d59b2a024f013f77eb4
10.0.0.103	56612	10.0.0.102	53	dnscat.166c012b765f55759957fa2597702557c8	
10.0.0.102	53	10.0.0.103	56612	dnscat.166c012b765f55759957fa2597702557c8	dnscat.166c012b765f55759957fa2597702557c8
10.0.0.103	56612	10.0.0.102	53	dnscat.05dd0170199752e3dcc16624f17afc92e5	
10.0.0.102	53	10.0.0.103	56612	dnscat.05dd0170199752e3dcc16624f17afc92e5	dnscat.05dd0170199752e3dcc16624f17afc92e5
10.0.0.103	56612	10.0.0.102	53	dnscat.1cd4012b7636fbfcdc67ed259816dc3296	
10.0.0.102	53	10.0.0.103	56612	dnscat.1cd4012b7636fbfcdc67ed259816dc3296	dnscat.1cd4012b7636fbfcdc67ed259816dc3296
10.0.0.103	56612	10.0.0.102	53	dnscat.1a4001701961fb2286464824f2e2fdcc8e	
10.0.0.102	53	10.0.0.103	56612	dnscat.1a4001701961fb2286464824f2e2fdcc8e	dnscat.1a4001701961fb2286464824f2e2fdcc8e
10.0.0.103	56612	10.0.0.102	53	dnscat.1286012b769228de320e382599b5314bbd	
10.0.0.102	53	10.0.0.103	56612	dnscat.1286012b769228de320e382599b5314bbd	dnscat.1286012b769228de320e382599b5314bbd
10.0.0.103	56612	10.0.0.102	53	dnscat.595c017019880febc938d524f36d64b9d6	
10.0.0.102	53	10.0.0.103	56612	dnscat.595c017019880febc938d524f36d64b9d6	dnscat.595c017019880febc938d524f36d64b9d6
10.0.0.103	56612	10.0.0.102	53	dnscat.657d012b7602d7cc7f886b259ab374c066	
10.0.0.102	53	10.0.0.103	56612	dnscat.657d012b7602d7cc7f886b259ab374c066	dnscat.657d012b7602d7cc7f886b259ab374c066
10.0.0.103	56612	10.0.0.102	53	dnscat.1fce017019c44057b92f4b24f4034febef	
10.0.0.102	53	10.0.0.103	56612	dnscat.1fce017019c44057b92f4b24f4034febef	dnscat.1fce017019c44057b92f4b24f4034febef
10.0.0.103	56612	10.0.0.102	53	dnscat.5808012b763ea39b2c5546259b85748e8a	
10.0.0.102	53	10.0.0.103	56612	dnscat.5808012b763ea39b2c5546259b85748e8a	dnscat.5808012b763ea39b2c5546259b85748e8a
10.0.0.103	56612	10.0.0.102	53	dnscat.143101701996b3fc65528124f59deccba6	
10.0.0.102	53	10.0.0.103	56612	dnscat.143101701996b3fc65528124f59deccba6	dnscat.143101701996b3fc65528124f59deccba6
10.0.0.103	56612	10.0.0.102	53	dnscat.2b0a012b76ebdde4d4c96b259c8170418c	
10.0.0.102	53	10.0.0.103	56612	dnscat.2b0a012b76ebdde4d4c96b259c8170418c	dnscat.2b0a012b76ebdde4d4c96b259c8170418c
10.0.0.103	56612	10.0.0.102	53	dnscat.2ce60170192e307925b94f24f60e2a00d7	
10.0.0.102	53	10.0.0.103	56612	dnscat.2ce60170192e307925b94f24f60e2a00d7	dnscat.2ce60170192e307925b94f24f60e2a00d7
10.0.0.103	56612	10.0.0.102	53	dnscat.16e0012b761e05e0af039c259d53a82c73	
10.0.0.102	53	10.0.0.103	56612	dnscat.16e0012b761e05e0af039c259d53a82c73	dnscat.16e0012b761e05e0af039c259d53a82c73
10.0.0.103	56612	10.0.0.102	53	dnscat.466c01701921d515f3642f24f733a46195	
10.0.0.102	53	10.0.0.103	56612	dnscat.466c01701921d515f3642f24f733a46195	dnscat.466c01701921d515f3642f24f733a46195
10.0.0.103	56612	10.0.0.102	53	dnscat.5022012b76bb083733addd259eddf5cbac	
10.0.0.102	53	10.0.0.103	56612	dnscat.5022012b76bb083733addd259eddf5cbac	dnscat.5022012b76bb083733addd259eddf5cbac
10.0.0.103	56612	10.0.0.102	53	dnscat.7574017019140af0e2e27824f8702b223c	
10.0.0.102	53	10.0.0.103	56612	dnscat.7574017019140af0e2e27824f8702b223c	dnscat.7574017019140af0e2e27824f8702b223c
10.0.0.103	56612	10.0.0.102	53	dnscat.2cba012b768c41c820ffa4259fa000bd2f	
10.0.0.102	53	10.0.0.103	56612	dnscat.2cba012b768c41c820ffa4259fa000bd2f	dnscat.2cba012b768c41c820ffa4259fa000bd2f
10.0.0.103	56612	10.0.0.102	53	dnscat.0bf10170191a691e0e8bca24f9ce6721e6	
10.0.0.102	53	10.0.0.103	56612	dnscat.0bf10170191a691e0e8bca24f9ce6721e6	dnscat.0bf10170191a691e0e8bca24f9ce6721e6
10.0.0.103	56612	10.0.0.102	53	dnscat.7309012b765442dc4b174425a0882af7e1	
10.0.0.102	53	10.0.0.103	56612	dnscat.7309012b765442dc4b174425a0882af7e1	dnscat.7309012b765442dc4b174425a0882af7e1
10.0.0.103	56612	10.0.0.102	53	dnscat.6ad3017019bd854f17375d24fa365479e9	
10.0.0.102	53	10.0.0.103	56612	dnscat.6ad3017019bd854f17375d24fa365479e9	dnscat.6ad3017019bd854f17375d24fa365479e9
10.0.0.103	56612	10.0.0.102	53	dnscat.400e012b76d61964535b9325a13f60052f	
10.0.0.102	53	10.0.0.103	56612	dnscat.400e012b76d61964535b9325a13f60052f	dnscat.400e012b76d61964535b9325a13f60052f
10.0.0.103	56612	10.0.0.102	53	dnscat.42350170193701b0d2501324fbb0dfc46c	
10.0.0.102	53	10.0.0.103	56612	dnscat.42350170193701b0d2501324fbb0dfc46c	dnscat.42350170193701b0d2501324fbb0dfc46c
10.0.0.103	56612	10.0.0.102	53	dnscat.12cd012b7696bb3027a7f725a280dd0ab0	
10.0.0.102	53	10.0.0.103	56612	dnscat.12cd012b7696bb3027a7f725a280dd0ab0	dnscat.12cd012b7696bb3027a7f725a280dd0ab0
10.0.0.103	56612	10.0.0.102	53	dnscat.6020017019bbfadd2b8e0324fccc82ac9b	
10.0.0.102	53	10.0.0.103	56612	dnscat.6020017019bbfadd2b8e0324fccc82ac9b	dnscat.6020017019bbfadd2b8e0324fccc82ac9b
10.0.0.103	56612	10.0.0.102	53	dnscat.3a6a012b766c4ca480ee2925a3975e7428	
10.0.0.102	53	10.0.0.103	56612	dnscat.3a6a012b766c4ca480ee2925a3975e7428	dnscat.3a6a012b766c4ca480ee2925a3975e7428
10.0.0.103	56612	10.0.0.102	53	dnscat.3236017019cd08c88ec56424fd097a0399	
10.0.0.102	53	10.0.0.103	56612	dnscat.3236017019cd08c88ec56424fd097a0399	dnscat.3236017019cd08c88ec56424fd097a0399
10.0.0.103	56612	10.0.0.102	53	dnscat.71b0012b7612bba1185dca25a4cd91a71e	
10.0.0.102	53	10.0.0.103	56612	dnscat.71b0012b7612bba1185dca25a4cd91a71e	dnscat.71b0012b7612bba1185dca25a4cd91a71e
10.0.0.103	56612	10.0.0.102	53	dnscat.38dd0170192efdd2073d6224fef583e61e	
10.0.0.102	53	10.0.0.103	56612	dnscat.38dd0170192efdd2073d6224fef583e61e	dnscat.38dd0170192efdd2073d6224fef583e61e
10.0.0.103	56612	10.0.0.102	53	dnscat.2e00012b766d7fd54c69c225a5701e4071	
10.0.0.102	53	10.0.0.103	56612	dnscat.2e00012b766d7fd54c69c225a5701e4071	dnscat.2e00012b766d7fd54c69c225a5701e4071
10.0.0.103	56612	10.0.0.102	53	dnscat.6ac00170190b30721c97d824ff6fd17f85	
10.0.0.102	53	10.0.0.103	56612	dnscat.6ac00170190b30721c97d824ff6fd17f85	dnscat.6ac00170190b30721c97d824ff6fd17f85
10.0.0.103	56612	10.0.0.102	53	dnscat.60d7012b76b54759b1e6fb25a6d118ab0c	
10.0.0.102	53	10.0.0.103	56612	dnscat.60d7012b76b54759b1e6fb25a6d118ab0c	dnscat.60d7012b76b54759b1e6fb25a6d118ab0c
10.0.0.103	56612	10.0.0.102	53	dnscat.7dc90170199d44f64c054f25006a693c0a	
10.0.0.102	53	10.0.0.103	56612	dnscat.7dc90170199d44f64c054f25006a693c0a	dnscat.7dc90170199d44f64c054f25006a693c0a
10.0.0.103	56612	10.0.0.102	53	dnscat.7272012b76cd9cb1823e4f25a71a0d7308	
10.0.0.102	53	10.0.0.103	56612	dnscat.7272012b76cd9cb1823e4f25a71a0d7308	dnscat.7272012b76cd9cb1823e4f25a71a0d7308
10.0.0.103	56612	10.0.0.102	53	dnscat.46dd0170197a68347f71c62501466ff034	
10.0.0.102	53	10.0.0.103	56612	dnscat.46dd0170197a68347f71c62501466ff034	dnscat.46dd0170197a68347f71c62501466ff034
10.0.0.103	56612	10.0.0.102	53	dnscat.6134012b760b3b7d7cb88725a846d85469	
10.0.0.102	53	10.0.0.103	56612	dnscat.6134012b760b3b7d7cb88725a846d85469	dnscat.6134012b760b3b7d7cb88725a846d85469
10.0.0.103	56612	10.0.0.102	53	dnscat.73fd01701952c68e0d6b482502f0e2bd51	
10.0.0.102	53	10.0.0.103	56612	dnscat.73fd01701952c68e0d6b482502f0e2bd51	dnscat.73fd01701952c68e0d6b482502f0e2bd51
10.0.0.103	56612	10.0.0.102	53	dnscat.04dc012b7694b934b3e9b725a98df78ea6	
10.0.0.102	53	10.0.0.103	56612	dnscat.04dc012b7694b934b3e9b725a98df78ea6	dnscat.04dc012b7694b934b3e9b725a98df78ea6
10.0.0.103	56612	10.0.0.102	53	dnscat.5c9c017019cea633410a632503154b6e92	
10.0.0.102	53	10.0.0.103	56612	dnscat.5c9c017019cea633410a632503154b6e92	dnscat.5c9c017019cea633410a632503154b6e92
10.0.0.103	56612	10.0.0.102	53	dnscat.45b0012b768805a61d484625aab1f180fd	
10.0.0.102	53	10.0.0.103	56612	dnscat.45b0012b768805a61d484625aab1f180fd	dnscat.45b0012b768805a61d484625aab1f180fd
10.0.0.103	56612	10.0.0.102	53	dnscat.124a0170194b0a028a663225041ee8d893	
10.0.0.102	53	10.0.0.103	56612	dnscat.124a0170194b0a028a663225041ee8d893	dnscat.124a0170194b0a028a663225041ee8d893
10.0.0.103	56612	10.0.0.102	53	dnscat.7722012b7689672faf5cd625ab0c7fc5c6	
10.0.0.102	53	10.0.0.103	56612	dnscat.7722012b7689672faf5cd625ab0c7fc5c6	dnscat.7722012b7689672faf5cd625ab0c7fc5c6
10.0.0.103	56612	10.0.0.102	53	dnscat.50060170198a15f163b5ef25058b59660f	
10.0.0.102	53	10.0.0.103	56612	dnscat.50060170198a15f163b5ef25058b59660f	dnscat.50060170198a15f163b5ef25058b59660f
10.0.0.103	56612	10.0.0.102	53	dnscat.429c012b764668f5b5b9f925ac0ca9484c	
10.0.0.102	53	10.0.0.103	56612	dnscat.429c012b764668f5b5b9f925ac0ca9484c	dnscat.429c012b764668f5b5b9f925ac0ca9484c
10.0.0.103	56612	10.0.0.102	53	dnscat.70d2017019916dbf32fbbf2506f8ffd2a7	
10.0.0.102	53	10.0.0.103	56612	dnscat.70d2017019916dbf32fbbf2506f8ffd2a7	dnscat.70d2017019916dbf32fbbf2506f8ffd2a7
10.0.0.103	56612	10.0.0.102	53	dnscat.7a7b012b76c509beda656325ad9b567f23	
10.0.0.102	53	10.0.0.103	56612	dnscat.7a7b012b76c509beda656325ad9b567f23	dnscat.7a7b012b76c509beda656325ad9b567f23
10.0.0.103	56612	10.0.0.102	53	dnscat.465d01701946ff08e3462b250708046b5d	
10.0.0.102	53	10.0.0.103	56612	dnscat.465d01701946ff08e3462b250708046b5d	dnscat.465d01701946ff08e3462b250708046b5d
10.0.0.103	56612	10.0.0.102	53	dnscat.165a012b765c4e7b803b2425ae733e8ed4	
10.0.0.102	53	10.0.0.103	56612	dnscat.165a012b765c4e7b803b2425ae733e8ed4	dnscat.165a012b765c4e7b803b2425ae733e8ed4
10.0.0.103	56612	10.0.0.102	53	dnscat.0ee501701951840dd643712508106a3c6f	
10.0.0.102	53	10.0.0.103	56612	dnscat.0ee501701951840dd643712508106a3c6f	dnscat.0ee501701951840dd643712508106a3c6f
10.0.0.103	56612	10.0.0.102	53	dnscat.513d012b76c5418b73216925af9e7c246d	
10.0.0.102	53	10.0.0.103	56612	dnscat.513d012b76c5418b73216925af9e7c246d	dnscat.513d012b76c5418b73216925af9e7c246d
10.0.0.103	56612	10.0.0.102	53	dnscat.7597017019a89f1244fcf32509b95c39ce	
10.0.0.102	53	10.0.0.103	56612	dnscat.7597017019a89f1244fcf32509b95c39ce	dnscat.7597017019a89f1244fcf32509b95c39ce
10.0.0.103	56612	10.0.0.102	53	dnscat.3746012b76d5e00d2c14ec25b0b78bde2a	
10.0.0.102	53	10.0.0.103	56612	dnscat.3746012b76d5e00d2c14ec25b0b78bde2a	dnscat.3746012b76d5e00d2c14ec25b0b78bde2a
10.0.0.103	56612	10.0.0.102	53	dnscat.0b1d0170194a3a9a17b227250ad50fa4fe	
10.0.0.102	53	10.0.0.103	56612	dnscat.0b1d0170194a3a9a17b227250ad50fa4fe	dnscat.0b1d0170194a3a9a17b227250ad50fa4fe
10.0.0.103	56612	10.0.0.102	53	dnscat.33eb012b76f57be265d8ca25b178c66a64	
10.0.0.102	53	10.0.0.103	56612	dnscat.33eb012b76f57be265d8ca25b178c66a64	dnscat.33eb012b76f57be265d8ca25b178c66a64
10.0.0.103	56612	10.0.0.102	53	dnscat.0c1a017019a0b01d39973a250b13598564	
10.0.0.102	53	10.0.0.103	56612	dnscat.0c1a017019a0b01d39973a250b13598564	dnscat.0c1a017019a0b01d39973a250b13598564
10.0.0.103	56612	10.0.0.102	53	dnscat.32ea012b76820052ba85bd25b209e6b275	
10.0.0.102	53	10.0.0.103	56612	dnscat.32ea012b76820052ba85bd25b209e6b275	dnscat.32ea012b76820052ba85bd25b209e6b275
10.0.0.103	56612	10.0.0.102	53	dnscat.29bc0170190dca03c26004250c267f9a9a	
10.0.0.102	53	10.0.0.103	56612	dnscat.29bc0170190dca03c26004250c267f9a9a	dnscat.29bc0170190dca03c26004250c267f9a9a
10.0.0.103	56612	10.0.0.102	53	dnscat.757c012b76759eab8f577d25b373037a01	
10.0.0.102	53	10.0.0.103	56612	dnscat.757c012b76759eab8f577d25b373037a01	dnscat.757c012b76759eab8f577d25b373037a01
10.0.0.103	56612	10.0.0.102	53	dnscat.6cb8017019cbbe8505d62a250d44bea8a0	
10.0.0.102	53	10.0.0.103	56612	dnscat.6cb8017019cbbe8505d62a250d44bea8a0	dnscat.6cb8017019cbbe8505d62a250d44bea8a0
10.0.0.103	56612	10.0.0.102	53	dnscat.2a62012b7690be282e54ca25b48cfd8046	
10.0.0.102	53	10.0.0.103	56612	dnscat.2a62012b7690be282e54ca25b48cfd8046	dnscat.2a62012b7690be282e54ca25b48cfd8046
10.0.0.103	56612	10.0.0.102	53	dnscat.4545017019d74ff05d9d78250e60b4ffce	
10.0.0.102	53	10.0.0.103	56612	dnscat.4545017019d74ff05d9d78250e60b4ffce	dnscat.4545017019d74ff05d9d78250e60b4ffce
10.0.0.103	56612	10.0.0.102	53	dnscat.72ec012b768ba336949c1025b5e0482d58	
10.0.0.102	53	10.0.0.103	56612	dnscat.72ec012b768ba336949c1025b5e0482d58	dnscat.72ec012b768ba336949c1025b5e0482d58
10.0.0.103	56612	10.0.0.102	53	dnscat.7aed0170198a4c1ad3c342250fc20ff387	
10.0.0.102	53	10.0.0.103	56612	dnscat.7aed0170198a4c1ad3c342250fc20ff387	dnscat.7aed0170198a4c1ad3c342250fc20ff387
10.0.0.103	56612	10.0.0.102	53	dnscat.180c012b769186b573906a25b63ea38031	
10.0.0.102	53	10.0.0.103	56612	dnscat.180c012b769186b573906a25b63ea38031	dnscat.180c012b769186b573906a25b63ea38031
10.0.0.103	56612	10.0.0.102	53	dnscat.0558017019e7b4b399eb02251057a63e0a	
10.0.0.102	53	10.0.0.103	56612	dnscat.0558017019e7b4b399eb02251057a63e0a	dnscat.0558017019e7b4b399eb02251057a63e0a
10.0.0.103	56612	10.0.0.102	53	dnscat.1a08012b766d8ae75b7bb825b72e3522e7	
10.0.0.102	53	10.0.0.103	56612	dnscat.1a08012b766d8ae75b7bb825b72e3522e7	dnscat.1a08012b766d8ae75b7bb825b72e3522e7
10.0.0.103	56612	10.0.0.102	53	dnscat.7357017019f3d0ed42c1882511f1def898	
10.0.0.102	53	10.0.0.103	56612	dnscat.7357017019f3d0ed42c1882511f1def898	dnscat.7357017019f3d0ed42c1882511f1def898
10.0.0.103	56612	10.0.0.102	53	dnscat.4a74012b760d293fe8c2a125b84e61618d	
10.0.0.102	53	10.0.0.103	56612	dnscat.4a74012b760d293fe8c2a125b84e61618d	dnscat.4a74012b760d293fe8c2a125b84e61618d
10.0.0.103	56612	10.0.0.102	53	dnscat.77d2017019a75d655412122512d8dba693	
10.0.0.102	53	10.0.0.103	56612	dnscat.77d2017019a75d655412122512d8dba693	dnscat.77d2017019a75d655412122512d8dba693
10.0.0.103	56612	10.0.0.102	53	dnscat.1375012b762f509956706825b9e76fc726	
10.0.0.102	53	10.0.0.103	56612	dnscat.1375012b762f509956706825b9e76fc726	dnscat.1375012b762f509956706825b9e76fc726
10.0.0.103	56612	10.0.0.102	53	dnscat.0c75017019a1a5e807d0862513e39c6713	
10.0.0.102	53	10.0.0.103	56612	dnscat.0c75017019a1a5e807d0862513e39c6713	dnscat.0c75017019a1a5e807d0862513e39c6713
10.0.0.103	56612	10.0.0.102	53	dnscat.407e012b76c5a6d8cae68125baed8e25ea	
10.0.0.102	53	10.0.0.103	56612	dnscat.407e012b76c5a6d8cae68125baed8e25ea	dnscat.407e012b76c5a6d8cae68125baed8e25ea
10.0.0.103	56612	10.0.0.102	53	dnscat.6825017019a4fb0c74263a2514f6927a4e	
10.0.0.102	53	10.0.0.103	56612	dnscat.6825017019a4fb0c74263a2514f6927a4e	dnscat.6825017019a4fb0c74263a2514f6927a4e
10.0.0.103	56612	10.0.0.102	53	dnscat.5c02012b7683f1ef63441625bb98117e8c	
10.0.0.102	53	10.0.0.103	56612	dnscat.5c02012b7683f1ef63441625bb98117e8c	dnscat.5c02012b7683f1ef63441625bb98117e8c
10.0.0.103	56612	10.0.0.102	53	dnscat.5ba3017019e6743994ccc825152d368624	
10.0.0.102	53	10.0.0.103	56612	dnscat.5ba3017019e6743994ccc825152d368624	dnscat.5ba3017019e6743994ccc825152d368624
10.0.0.103	56612	10.0.0.102	53	dnscat.52d5012b76da6886eaa4b425bce040e2c2	
10.0.0.102	53	10.0.0.103	56612	dnscat.52d5012b76da6886eaa4b425bce040e2c2	dnscat.52d5012b76da6886eaa4b425bce040e2c2
10.0.0.103	56612	10.0.0.102	53	dnscat.10f401701900ca1ead1dfd2516db6748b7	
10.0.0.102	53	10.0.0.103	56612	dnscat.10f401701900ca1ead1dfd2516db6748b7	dnscat.10f401701900ca1ead1dfd2516db6748b7
10.0.0.103	56612	10.0.0.102	53	dnscat.592f012b766d35a47a0d7725bdcf044c2a	
10.0.0.102	53	10.0.0.103	56612	dnscat.592f012b766d35a47a0d7725bdcf044c2a	dnscat.592f012b766d35a47a0d7725bdcf044c2a
10.0.0.103	56612	10.0.0.102	53	dnscat.3a550170190a3a6fd47dea2517bd5c38d3	
10.0.0.102	53	10.0.0.103	56612	dnscat.3a550170190a3a6fd47dea2517bd5c38d3	dnscat.3a550170190a3a6fd47dea2517bd5c38d3
10.0.0.103	56612	10.0.0.102	53	dnscat.5692012b760ed1d281153525be25dcdea6	
10.0.0.102	53	10.0.0.103	56612	dnscat.5692012b760ed1d281153525be25dcdea6	dnscat.5692012b760ed1d281153525be25dcdea6
10.0.0.103	56612	10.0.0.102	53	dnscat.03f2017019d67efda7b06c2518844d352f	
10.0.0.102	53	10.0.0.103	56612	dnscat.03f2017019d67efda7b06c2518844d352f	dnscat.03f2017019d67efda7b06c2518844d352f
10.0.0.103	56612	10.0.0.102	53	dnscat.34fd012b76d627fe652ab025bf55a8a0bc	
10.0.0.102	53	10.0.0.103	56612	dnscat.34fd012b76d627fe652ab025bf55a8a0bc	dnscat.34fd012b76d627fe652ab025bf55a8a0bc
10.0.0.103	56612	10.0.0.102	53	dnscat.2793017019a41a49b501ca25197b3f8274	
10.0.0.102	53	10.0.0.103	56612	dnscat.2793017019a41a49b501ca25197b3f8274	dnscat.2793017019a41a49b501ca25197b3f8274
10.0.0.103	56612	10.0.0.102	53	dnscat.2530012b763bbabc899c1525c0a29339c3	
10.0.0.102	53	10.0.0.103	56612	dnscat.2530012b763bbabc899c1525c0a29339c3	dnscat.2530012b763bbabc899c1525c0a29339c3
10.0.0.103	56612	10.0.0.102	53	dnscat.63fb0170197ca30479d767251a4e5ff960	
10.0.0.102	53	10.0.0.103	56612	dnscat.63fb0170197ca30479d767251a4e5ff960	dnscat.63fb0170197ca30479d767251a4e5ff960
10.0.0.103	56612	10.0.0.102	53	dnscat.0cf7012b76592aaee2841025c1fd826fda	
10.0.0.102	53	10.0.0.103	56612	dnscat.0cf7012b76592aaee2841025c1fd826fda	dnscat.0cf7012b76592aaee2841025c1fd826fda
10.0.0.103	56612	10.0.0.102	53	dnscat.61b401701946df27106e18251b765a28d9	
10.0.0.102	53	10.0.0.103	56612	dnscat.61b401701946df27106e18251b765a28d9	dnscat.61b401701946df27106e18251b765a28d9
10.0.0.103	56612	10.0.0.102	53	dnscat.35af012b768935b5a8157925c2dae89183	
10.0.0.102	53	10.0.0.103	56612	dnscat.35af012b768935b5a8157925c2dae89183	dnscat.35af012b768935b5a8157925c2dae89183
10.0.0.103	56612	10.0.0.102	53	dnscat.4d730170199ebf66b5b05f251ce0d2dd9a	
10.0.0.102	53	10.0.0.103	56612	dnscat.4d730170199ebf66b5b05f251ce0d2dd9a	dnscat.4d730170199ebf66b5b05f251ce0d2dd9a
10.0.0.103	56612	10.0.0.102	53	dnscat.4080012b76d89de0d8a54a25c3bffd3820	
10.0.0.102	53	10.0.0.103	56612	dnscat.4080012b76d89de0d8a54a25c3bffd3820	dnscat.4080012b76d89de0d8a54a25c3bffd3820
10.0.0.103	56612	10.0.0.102	53	dnscat.345e01701968dc2aef8596251d75618b4a	
10.0.0.102	53	10.0.0.103	56612	dnscat.345e01701968dc2aef8596251d75618b4a	dnscat.345e01701968dc2aef8596251d75618b4a
10.0.0.103	56612	10.0.0.102	53	dnscat.3307012b76eafff57752b025c4aada2ebc	
10.0.0.102	53	10.0.0.103	56612	dnscat.3307012b76eafff57752b025c4aada2ebc	dnscat.3307012b76eafff57752b025c4aada2ebc
10.0.0.103	56612	10.0.0.102	53	dnscat.08de017019c32d783f10ce251ed9838fe4	
10.0.0.102	53	10.0.0.103	56612	dnscat.08de017019c32d783f10ce251ed9838fe4	dnscat.08de017019c32d783f10ce251ed9838fe4
10.0.0.103	56612	10.0.0.102	53	dnscat.6a5e012b763b14275acf1325c581ac8a30	
10.0.0.102	53	10.0.0.103	56612	dnscat.6a5e012b763b14275acf1325c581ac8a30	dnscat.6a5e012b763b14275acf1325c581ac8a30
10.0.0.103	56612	10.0.0.102	53	dnscat.36bd017019843824f53e5e251ff9c1e221	
10.0.0.102	53	10.0.0.103	56612	dnscat.36bd017019843824f53e5e251ff9c1e221	dnscat.36bd017019843824f53e5e251ff9c1e221
10.0.0.103	56612	10.0.0.102	53	dnscat.3bcf012b76dcd9314123d925c6bb83b732	
10.0.0.102	53	10.0.0.103	56612	dnscat.3bcf012b76dcd9314123d925c6bb83b732	dnscat.3bcf012b76dcd9314123d925c6bb83b732
10.0.0.103	56612	10.0.0.102	53	dnscat.63c00170191f8d8f9a636b2520956983fb	
